"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
0.513262679407325,0.695974737615833,0.867088398533153,0.362376534110275,0.304139411482006,0.5715150910195,0.2980776773067,0.147172256341506,0.975073424251352,0.124133827095684,0.827745320435275,0.236412361425886,0.270032646288161,0.878024899423966,0.858081993043571,0.933318931912763,0.314805048045408,0.336533012401519,0.0706267289514285,0.293227694129976,0.637471396616491,0.49314847701117,0.375911091338014,0.744069676895188,0.236989888689148
0.229343952394198,0.114868237198693,0.350691460903832,0.19699221261603,0.387025861825647,0.225488800221067,0.265062607235308,0.544178814473176,0.270900070005664,0.0681071879446974,0.573465195105311,0.145047740561134,0.0392718841925436,0.452975282561809,0.094102088668623,0.25214084428831,0.487615331376313,0.446549118995189,0.508735616483961,0.0695523722034025,0.0965986823627107,0.596943189973084,0.0527878033009457,0.209488967374669,0.0453961019683463
0.198942359264359,0.0974567798731844,0.203268364402116,0.876201438215328,0.0514091837373266,0.0571492929803631,0.168307053438335,0.0842318994701784,0.429140499484515,0.0924430162474412,0.0303344584193599,0.72171096726582,0.883876443884579,0.341100261363763,0.170464898340718,0.119051667517362,0.0764524902502932,0.235076931609942,0.501271577485226,0.702793545180703,0.164225291153522,0.811958148932414,0.374718227039777,0.28197266167376,0.24807832850416
0.674992041700998,0.0851636630130615,0.276875206303975,0.159979139798486,0.0283679847559249,0.500598820971239,0.412391742097786,0.0957456939919679,0.0931219832005806,0.603168931649235,0.217506409679299,0.082195562549954,0.172757531604175,0.0827830750465963,0.12406837179749,0.0277900757243968,0.131970179137386,0.195569817717988,0.748989177151073,0.674931915927563,0.134585973223177,0.645823257973313,0.347401183926049,0.0768084168864857,0.759929553485371
0.0614663254702783,0.173008079372296,0.08115624814249,0.349024120721028,0.0270328985057863,0.0728930462311009,0.11083430224123,0.205454192022734,0.59399141079968,0.361121744975262,0.2293750488089,0.0482092831602889,0.253729946382353,0.511987794993066,0.0714834912056883,0.703570729712795,0.39128315614665,0.113868009734419,0.0366744396012854,0.0409216560134251,0.154104104324564,0.522488035940123,0.0593476242885138,0.601720139955518,0.654021820518477
0.347500281820656,0.924488448677336,0.0856356349639403,0.355264874430322,0.262520168340444,0.325868234376998,0.319104072199704,0.0310294744469273,0.277259115514269,0.750522923293042,0.8466415065853,0.244736253822736,0.0543613996847781,0.682261927040516,0.309067809339081,0.182591242387571,0.736958479283411,0.846804579292475,0.0470036468956822,0.957196550388792,0.291809215116127,0.871882228656093,0.200654230185983,0.055109846492564,0.81912801106958
0.514780210682721,0.580756841675864,0.264891720855444,0.107107231694641,0.231289157924583,0.602637299254168,0.957255167640623,0.357520884439201,0.957092001450539,0.126757357160964,0.72659713093415,0.370999267527684,0.642655728394186,0.163257491769503,0.0748996227870729,0.120934634556042,0.220843610521569,0.0418450145322482,0.74210064656545,0.157501582947076,0.861644886238793,0.351192182549192,0.274970925640716,0.529568567154998,0.0922569979346031
0.129609117833414,0.257500137060603,0.125645365364467,0.0458792501982273,0.0631999252516808,0.748871409631648,0.038693199713819,0.22117603239124,0.175723371838279,0.134664181797378,0.0302126459798749,0.0345080483940098,0.0329978770314785,0.0515001916315033,0.85427138934284,0.0667499575211117,0.0431457837472608,0.117749516404863,0.0369467247226034,0.261105107921197,0.116682596960773,0.134981795323136,0.0465764138987618,0.961380921026773,0.147577654092434
0.0335170329047023,0.0328329120965687,0.061425930789645,0.0819549578655945,0.431507887028669,0.0551421663314521,0.344552351196099,0.0606975962367454,0.605056006011983,0.0393962880768622,0.0727076322194861,0.157978131513762,0.184184482121709,0.0877816536574488,0.137271809309978,0.0397789992759958,0.37574288260526,0.712519569976776,0.820437063512278,0.440185603774802,0.469548070810928,0.506434146146971,0.253338702811118,0.706969907782722,0.588803637198161
0.223904380742149,0.0465892651703339,0.19593932815401,0.122966118123518,0.234703640406747,0.179880469402278,0.868077351894328,0.296394937429817,0.175369061652404,0.0631234300648301,0.067790980549519,0.598507141252469,0.825526826416271,0.801680633832467,0.033147873852652,0.331430521118491,0.564826596325065,0.141241149772584,0.0666565244501392,0.0906484852233833,0.492314533746059,0.0639645310443174,0.829933698472764,0.821489724136876,0.04409870784354
0.855525345626178,0.242685545106,0.518873986682626,0.259483591847362,0.554946140210951,0.239141104071912,0.0262697772144604,0.668832594989764,0.0587349565021849,0.0880603595371211,0.320939099975423,0.987862882734435,0.35327382734042,0.688346863784398,0.461463369533726,0.0945713473979098,0.51186598667958,0.0258303079336959,0.611891940122549,0.0352308111430815,0.651911030265808,0.202710722852859,0.0809849535812951,0.158086493704011,0.16053593040116
0.223262207913971,0.631995354005809,0.608009963633034,0.0487756311397545,0.031592522034923,0.0314998712963517,0.0598765939054521,0.284571675294799,0.140269396261102,0.289109773229425,0.196472793013783,0.488167775371822,0.0363584062452676,0.166581237947439,0.0282088831796846,0.133987969395768,0.458026745241642,0.122176903564472,0.293383590946032,0.176727045182241,0.689960484997743,0.0610940729738423,0.947281296474489,0.563352916663681,0.1784868056361
0.677213073311297,0.216405245118523,0.0499828091880999,0.0446373659093265,0.378167524560824,0.461099227132435,0.0374954019580182,0.0694765493277144,0.117247161908133,0.22580089056479,0.16283486728471,0.787727017589308,0.330469843577733,0.508523718405307,0.195607882415367,0.732654119564631,0.509311475409515,0.237719113341494,0.961123516294358,0.346910472031279,0.162781555181958,0.0818583832053714,0.117759566874064,0.175577932070231,0.19554613380936
0.319594318689718,0.0357103647631522,0.0893481227752028,0.0486089918129881,0.928648380593211,0.530783338262254,0.0562034304168354,0.648980963590313,0.295799373857941,0.351236509739707,0.12520422871517,0.816387692718985,0.210304553119825,0.231519557146888,0.275523682246845,0.108558706607742,0.599453639803776,0.371929575540753,0.0828724732127538,0.127802623424191,0.44621142180454,0.410821626366322,0.728480394953224,0.197982763043905,0.0623138721130325
0.413237272136988,0.0934079933692764,0.630792905942432,0.118102105423426,0.178391722248433,0.0420080395859191,0.101139084456095,0.112609652919859,0.669841019548515,0.0353128442535442,0.868705834016638,0.09442117085097,0.983204778633229,0.066538394240895,0.512048377848482,0.581743682298324,0.0889866465880279,0.425802825475643,0.0919803169493828,0.411782544898955,0.781394429072133,0.180525976114006,0.469205520552199,0.983787937329596,0.0959821688824075
0.254059750220865,0.078194292983443,0.138948998000817,0.676924000856119,0.0660380322772895,0.214278808971707,0.11028284039359,0.386010417187991,0.14595550825134,0.175814894745907,0.754355477255632,0.367477986631831,0.268035619964859,0.108693061005112,0.635999973275921,0.166231552063064,0.0334431683190167,0.0431847281546852,0.238550505712449,0.647957752052898,0.0491409988318398,0.327731661346895,0.506329788896464,0.222915041493527,0.563773622223341
0.380092996169926,0.0423274910809732,0.785547002083142,0.15779982917893,0.891802575056653,0.39258208658534,0.516486866672326,0.0448837762313184,0.509243183694357,0.190977597785268,0.91566729530182,0.156029761583702,0.0381408824259551,0.0968456802314484,0.467043006059277,0.398786259987176,0.0273389652680123,0.640305341070887,0.0728553012625978,0.124998773803036,0.63785206951843,0.124015856194641,0.460218173151237,0.884446647855292,0.107751626614572
0.882653412007645,0.952206988786757,0.924464818616991,0.209445103476723,0.41199222372333,0.360862584323339,0.428517514813458,0.351824287455167,0.167977057913492,0.197502185034255,0.572494164893943,0.0490943024979837,0.254135350501554,0.0290519639093154,0.357400439224258,0.841878155061706,0.289118643082784,0.359701936305314,0.58475416012569,0.971450254698743,0.402218403951824,0.737529376072884,0.231175102599831,0.854113189465899,0.480207366985985
0.392366368123761,0.109468780130319,0.589053187404041,0.141711416394201,0.101897182694758,0.0673605551483793,0.0588065462932705,0.630297170759172,0.0881525155754583,0.0611265013640011,0.0320837903178295,0.112861895561251,0.258129911281913,0.190777237535921,0.0814756571311066,0.0978062611577578,0.0512818868926243,0.0794043228608085,0.0514919547543741,0.688974190799593,0.857469486791455,0.054551683871995,0.669028381269695,0.130563377862485,0.134441423523262
0.029108499407044,0.0262572403766226,0.115495744952584,0.029436636997249,0.0286573636878181,0.206261425856385,0.0586200845760208,0.636029940921301,0.285473210895748,0.341832194198042,0.105244084059327,0.724541784297292,0.621346188217184,0.249106559642159,0.0501455805979853,0.971129510811846,0.53664936421335,0.131780594660506,0.0548664822236029,0.0453022049229003,0.329685975197405,0.0258636584207973,0.952256502766812,0.277611518199002,0.0962334883923363
0.0301003202075313,0.344310029576919,0.369761812329816,0.0326452470293025,0.066714815870743,0.168546964225811,0.750192011632691,0.792208489905594,0.534447334191891,0.116928548444963,0.270423500513629,0.250250877659594,0.83451328811594,0.133394523727172,0.595053756109275,0.475706051827837,0.0322756534832319,0.995069993576886,0.698405150844687,0.91386160784323,0.253760714552255,0.20895032896777,0.174823540703299,0.231748246898322,0.0911445909506191
0.716496952088698,0.191957602251619,0.244921875643191,0.98039385607864,0.353036957013206,0.324034528824247,0.0383783024279984,0.348218758762322,0.109024073859211,0.736110288694147,0.382471579988602,0.201172908635268,0.0783683662798021,0.0988009509233944,0.0744641779729042,0.608051174646628,0.232414492126446,0.555747216451911,0.0468591113110526,0.106276937109846,0.139899463749023,0.250874759888017,0.151157008238343,0.907575641240614,0.243029636162879
0.110603324523824,0.250012424340113,0.280220322335585,0.326008802837966,0.18970711212728,0.575571325244026,0.0547897653148505,0.392304865640934,0.0805173161322305,0.0592554031863647,0.369437845850017,0.307653734595176,0.584857093442378,0.154066780343509,0.0826096088975071,0.147511685361808,0.0277080835779445,0.917094312682655,0.190667660269184,0.0847201478579111,0.858167974989787,0.659045074390742,0.567191889193541,0.948124956066496,0.414963152737873
0.546381874424858,0.975543254698449,0.340327324225857,0.262277646914954,0.684386007401835,0.760549266132094,0.747541134909753,0.524467570250852,0.12647270960665,0.087047339554844,0.698621166700708,0.0960943071425204,0.0799545537273615,0.474480105379696,0.32575677126148,0.547023897538299,0.0266093981477033,0.862059408221043,0.105914258562209,0.237433393149917,0.334779420118545,0.297222429846135,0.685930981774274,0.0387118097457286,0.287665131521042
0.631923011264535,0.180710572459938,0.701168348416274,0.254312344736544,0.899011591746805,0.331537232022171,0.562923478151135,0.482474437185964,0.81801671780816,0.0610033333563208,0.295918621684284,0.522599789068086,0.170311694296408,0.0943681011146641,0.105153564737104,0.267663669026864,0.369362988044391,0.289460088195995,0.55275823722022,0.370569910869088,0.0688153329170876,0.146718398653531,0.273923040475654,0.108901846020208,0.18820055160887
0.052031830424535,0.0866357258931536,0.304050961807519,0.566758688729527,0.969283485109965,0.144293043484006,0.181330009428384,0.365941052657285,0.354565965050777,0.676719239594862,0.303904918639087,0.279755942063782,0.0903933567247387,0.858517946979594,0.782592882291624,0.349336223622019,0.764986947490525,0.116757596296733,0.138469967791709,0.045783759836948,0.773598891048068,0.89797004589781,0.692863602112804,0.0259570676816734,0.0870461921499801
0.857435981299048,0.0935881917814588,0.0285933407251204,0.437619226291283,0.167361639998473,0.188066153006495,0.0418984724786597,0.564736962670507,0.900049745732743,0.420437291221287,0.0483871979813392,0.0432843688123044,0.521379268925575,0.0317905063354285,0.479579272345312,0.059733857325263,0.846841639130298,0.0903370103532396,0.105518815009058,0.168430986746227,0.835079463918709,0.0515315474108717,0.493859630857921,0.0424295168033928,0.349847783544081
0.438383073969895,0.0356149074519821,0.969748590800725,0.821329345818126,0.0637248123058388,0.182068054583642,0.281021848566488,0.871004154047811,0.312420578628497,0.0330206514222754,0.949688660961521,0.13363861294302,0.91636617142514,0.355970283422055,0.139622613081872,0.051346027037406,0.294117501649661,0.26788376466053,0.493871354934504,0.10457845824091,0.449892461360037,0.0517432922379655,0.269426260821251,0.664498844237842,0.556424239681198
